train_loss,created_at
0.010456981137394905,2020-03-20 07:56:17.546618
0.0005327037652023137,2020-03-20 07:56:53.573576
0.0007916418835520744,2020-03-20 07:57:30.867458
0.0007428988465107977,2020-03-20 07:58:08.427608
0.0002938421384897083,2020-03-20 07:58:48.061060
0.0008246843353845179,2020-03-20 07:59:27.723588
0.000827393087092787,2020-03-20 08:00:06.688219
0.0006921938038431108,2020-03-20 08:00:45.130252
0.0005053985514678061,2020-03-20 08:01:20.951554
0.0005169740761630237,2020-03-20 08:01:59.206918
0.0004721361619886011,2020-03-20 08:02:40.324306
0.00046241909149102867,2020-03-20 08:03:19.176375
0.00032644698512740433,2020-03-20 08:04:00.543507
0.00048516105744056404,2020-03-20 08:04:39.265942
0.0005633248947560787,2020-03-20 08:05:17.613441
0.0005698799504898489,2020-03-20 08:05:54.313218
0.0005917201633565128,2020-03-20 08:06:31.609180
0.0014246806968003511,2020-03-20 08:07:10.284077
0.000397422380046919,2020-03-20 08:07:48.496040
0.0005371649167500436,2020-03-20 08:08:26.652123
0.0003765313886106014,2020-03-20 08:09:03.251840
0.0006885709008201957,2020-03-20 08:09:38.824730
0.000344626372680068,2020-03-20 08:10:14.925400
0.0005229190574027598,2020-03-20 08:10:53.898547
0.0003559029719326645,2020-03-20 08:11:33.097761
0.0005702782073058188,2020-03-20 08:12:11.544832
0.00046392521471716464,2020-03-20 08:12:48.350697
0.00022432008699979633,2020-03-20 08:13:26.211197
0.0003034657856915146,2020-03-20 08:14:04.608928
0.0008349838899448514,2020-03-20 08:14:44.690773
0.0009522320469841361,2020-03-20 08:15:21.486193
0.000767034012824297,2020-03-20 08:15:59.869784
0.00045179869630374014,2020-03-20 08:16:36.352307
0.000576159858610481,2020-03-20 08:17:14.977339
0.000306730973534286,2020-03-20 08:17:52.863440
0.0003278713265899569,2020-03-20 08:18:29.549139
0.0008220692398026586,2020-03-20 08:19:07.161471
0.0006583053036592901,2020-03-20 08:19:46.315052
0.0005265157087706029,2020-03-20 08:20:22.251818
0.000521540641784668,2020-03-20 08:21:01.227536
0.0006979798781685531,2020-03-20 08:21:40.614263
0.0003733504272531718,2020-03-20 08:22:17.875855
0.0005637640715576708,2020-03-20 08:22:58.868757
0.00027226604288443923,2020-03-20 08:23:35.589789
0.0010170753812417388,2020-03-20 08:24:14.096903
0.0001754661789163947,2020-03-20 08:24:52.418974
0.0011331291170790792,2020-03-20 08:25:30.989112
0.0003051293606404215,2020-03-20 08:26:10.173573
0.0003585384110920131,2020-03-20 08:26:47.159383
0.000607461086474359,2020-03-20 08:27:26.203046
0.00045901272096671164,2020-03-20 08:28:06.286435
0.0002825848350767046,2020-03-20 08:28:42.176876
0.0011096132220700383,2020-03-20 08:29:22.505183
0.0008060397231020033,2020-03-20 08:29:59.966692
0.000375455740140751,2020-03-20 08:30:40.199440
0.00029567183810286224,2020-03-20 08:31:19.762968
0.0007484735688194633,2020-03-20 08:31:57.633513
0.0004956290940754116,2020-03-20 08:32:36.697240
0.0002904835855588317,2020-03-20 08:33:21.396372
0.0004177514638286084,2020-03-20 08:34:02.074190
0.0003111580153927207,2020-03-20 08:34:40.989400
0.0009538184385746717,2020-03-20 08:35:17.336576
0.00042588115320540965,2020-03-20 08:35:54.986933
0.000495932821650058,2020-03-20 08:36:34.543234
0.00038399017648771405,2020-03-20 08:37:16.620209
0.0003439451684243977,2020-03-20 08:37:53.033259
0.0004581699031405151,2020-03-20 08:38:29.364928
0.0006505812634713948,2020-03-20 08:39:05.297449
0.00074851477984339,2020-03-20 08:39:44.368714
0.0004407717497088015,2020-03-20 08:40:22.953496
0.000719313626177609,2020-03-20 08:40:59.997637
0.0007140666712075472,2020-03-20 08:41:37.648445
0.00047405902296304703,2020-03-20 08:42:15.829805
0.0004449122934602201,2020-03-20 08:42:53.335600
0.0002785190590657294,2020-03-20 08:43:29.768136
0.00046708699665032327,2020-03-20 08:44:07.793853
0.0005815575714223087,2020-03-20 08:44:44.878246
0.00041043554665520787,2020-03-20 08:45:22.741990
0.00048162727034650743,2020-03-20 08:45:58.067612
0.00032818783074617386,2020-03-20 08:46:34.968667
0.000653804512694478,2020-03-20 08:47:12.044916
0.0006890970980748534,2020-03-20 08:47:52.025072
0.0007525007822550833,2020-03-20 08:48:32.970527
0.0005691807018592954,2020-03-20 08:49:13.905573
0.00043679907685145736,2020-03-20 08:49:52.335135
0.0003535944561008364,2020-03-20 08:50:29.545553
0.001055056694895029,2020-03-20 08:51:05.759815
0.0003844840975943953,2020-03-20 08:51:42.313810
0.0005023959092795849,2020-03-20 08:52:21.088323
0.0005923529388383031,2020-03-20 08:52:59.180792
0.0007474062731489539,2020-03-20 08:53:37.573166
0.001018345239572227,2020-03-20 08:54:17.817864
0.0004086710687261075,2020-03-20 08:54:55.780902
0.0002450821048114449,2020-03-20 08:55:33.844592
0.0003644650860223919,2020-03-20 08:56:14.699056
0.0003186773683410138,2020-03-20 08:56:55.202082
0.00037417723797261715,2020-03-20 08:57:33.867271
0.0006297207437455654,2020-03-20 08:58:18.132907
0.00046934097190387547,2020-03-20 08:58:59.984844
0.00045230230898596346,2020-03-20 08:59:43.586433
0.0006187351536937058,2020-03-20 09:00:22.730852
0.0004954538308084011,2020-03-20 09:01:01.355554
0.000707228493411094,2020-03-20 09:01:47.409156
0.0009492077515460551,2020-03-20 09:02:35.593023
0.001049203798174858,2020-03-20 09:03:28.119219
0.0005534070078283548,2020-03-20 09:04:13.962990
0.0005194033146835864,2020-03-20 09:05:02.865476
0.0002666432992555201,2020-03-20 09:05:50.902567
0.0008362943772226572,2020-03-20 09:06:40.177535
0.0001845289662014693,2020-03-20 09:07:20.810242
0.0006250990554690361,2020-03-20 09:07:57.868414
0.0005433714250102639,2020-03-20 09:08:35.071127
0.0010838714661076665,2020-03-20 09:09:15.093482
0.00038745635538361967,2020-03-20 09:09:55.176663
0.0011474364437162876,2020-03-20 09:10:34.605884
0.00018132473633158952,2020-03-20 09:11:14.322423
0.0006181665230542421,2020-03-20 09:11:52.736197
0.0004773641121573746,2020-03-20 09:12:40.403447
0.0003641648218035698,2020-03-20 09:13:30.696525
0.0006054374971427023,2020-03-20 09:14:21.923522
0.0002542101719882339,2020-03-20 09:15:14.961646
0.00024029712949413806,2020-03-20 09:16:15.642461
0.0002386093547102064,2020-03-20 09:21:01.872733
0.0004335118574090302,2020-03-20 09:25:24.434221
0.0009497296996414661,2020-03-20 09:29:13.565055
0.0005916678346693516,2020-03-20 09:33:28.560043
0.0004696597461588681,2020-03-20 09:36:38.693455
0.0004926366382278502,2020-03-20 09:39:55.538748
0.0003665736294351518,2020-03-20 09:42:18.923603
0.00032603880390524864,2020-03-20 09:44:15.879858
0.0005312209250405431,2020-03-20 09:46:00.624181
0.0007673832005821168,2020-03-20 09:47:43.606649
0.0009544295025989413,2020-03-20 09:49:27.944664
0.0004872526624239981,2020-03-20 09:51:06.596905
0.0003862125158775598,2020-03-20 09:52:53.965040
0.0002611858071759343,2020-03-20 09:54:24.915974
0.0005578734562732279,2020-03-20 09:56:19.121165
0.00039872832712717354,2020-03-20 09:58:19.294040
0.0003579299955163151,2020-03-20 10:00:02.455912
0.0006379112601280212,2020-03-20 10:01:45.072204
0.0008588999044150114,2020-03-20 10:03:25.551576
0.0005476113292388618,2020-03-20 10:04:56.462735
0.001503673498518765,2020-03-20 10:06:31.067052
0.0010457559255883098,2020-03-20 10:07:56.318081
0.0004520003858488053,2020-03-20 10:09:13.684981
0.00037845419137738645,2020-03-20 10:10:32.412885
0.000581195461563766,2020-03-20 10:11:43.490994
0.00045378750655800104,2020-03-20 10:13:07.233916
0.0005526138702407479,2020-03-20 10:14:22.382954
0.0009751417092047632,2020-03-20 10:15:39.953235
0.0003422219306230545,2020-03-20 10:16:57.959046
0.0009247063426300883,2020-03-20 10:18:14.895675
