train_loss,created_at
0.013235416263341904,2020-03-23 13:44:34.400646
0.0007843349012546241,2020-03-23 13:44:44.655257
0.0004916933830827475,2020-03-23 13:44:54.187632
0.0014196964912116528,2020-03-23 13:45:03.519813
0.0003742491244338453,2020-03-23 13:45:15.535791
0.00042909072362817824,2020-03-23 13:45:26.850898
0.00045354600297287107,2020-03-23 13:45:37.030443
0.000542892434168607,2020-03-23 13:45:47.558421
0.0005825834814459085,2020-03-23 13:45:57.600779
0.0010480222990736365,2020-03-23 13:46:07.325505
0.0006338205421343446,2020-03-23 13:46:17.137868
0.00032204404124058783,2020-03-23 13:46:30.640976
0.00021173490677028894,2020-03-23 13:46:41.157378
0.0009961589239537716,2020-03-23 13:46:51.166017
0.0004897904000245035,2020-03-23 13:47:00.633939
0.0006357870297506452,2020-03-23 13:47:10.230625
